ranking,url,title,region,time,director,actor,1 week culmulative income,all culmulative income,duration,type,rating
81,https://www.maoyan.com/films/4430,控方证人,美国,1957/12/17,['比利·怀德'],"['泰隆·鲍华', '玛琳·黛德丽', '查尔斯·劳顿', '爱尔莎·兰切斯特', '约翰·威廉姆斯', '茹塔·李', '亨利·丹尼尔', '伊安·沃尔夫', '托林·撒切尔', '诺玛·威登', '尤娜·奥康纳', 'Philip Tonge', '玛乔丽·伊顿', '富兰克林·法纳姆', '贝丝·弗劳尔斯', 'Colin Kenny', '奥托拉内史密斯', '威廉·H·奥布莱恩', 'J·帕特·奥马利', '乔治·佩林', 'Jack Raine', 'Molly Roden', '杰弗里·塞尔', 'Norbert Schiller', '本·怀特', '帕特里克·艾亨', '伯特史蒂文斯', 'Francis Compton', '比尔·欧文', 'Paul Kruger', 'Paul Power', 'Frank McClure', '埃迪·贝克', 'Jeanne Lafayette', 'Wilbur Mack', 'Fred Rapport', '利奥达·理查德斯', 'Glen Walters', 'Arthur Tovey', 'Cap Somers', 'Lucille Sewall', '斯科特·西顿', 'John Roy', 'Al Roberts', 'Art Howard', 'Stuart Hall', '史蒂夫·卡鲁瑟斯', 'George Calliga', '乔治布鲁格曼', '丹尼·鲍沙其', 'Brandon Beach', '沃尔特·培根']",,,116,"['剧情', '悬疑', '犯罪']",8.5
82,https://www.maoyan.com/films/78538,素媛,韩国,2013/10/2,"['李濬益', '李俊益']","['李甄', '薛耿求', '严智苑', '金海淑', '金相浩', '罗美兰', '杨真诚', '权泰元', '赵福来', '徐贤宇', '宋英奎', '郑敏圣', '曹文义', '金道烨', '金美庆']",,,122,['剧情'],9.1
83,https://www.maoyan.com/films/1167831,波西米亚狂想曲,英国,2019/3/22,['布莱恩·辛格'],"['拉米·马雷克', '本·哈迪', '约瑟夫•梅泽罗', '格威利姆·李', '艾伦·里奇', '露西·宝通', '艾丹·吉伦', '汤姆·霍兰德', '麦克·梅尔斯', '阿隆·麦克卡斯克', '梅内卡·达斯', '迪基·博', '蒂姆· 普莱斯特', '杰克·罗思', '马克斯·班内特', '基兰·哈德卡斯托', '罗斯·格林', '布鲁斯·麦克金伦', '米歇尔·邓肯', '马特·格林伍德', '罗茜·本杰明', '约翰·奥特曼', '詹姆斯·华莱士', '文森特·阿德里安', '拉斯科·阿特金斯', '乔纳森·奇塔姆', '迈克尔·科布', '耶稣·加洛', '亚当·兰伯特', '豪尔赫·莱昂马丁内斯', 'Jason Lines', '伊斯雷尔·鲁兹', '普丽亚·布莱克本', '安德鲁·鲍尔曼', '罗伊斯·克罗宁', '埃斯·巴蒂', '菲利普·安德鲁', '亚当·劳夫', '德默特·墨菲', 'Ahsen Bhatti', '乔安娜·希雅', '米洛斯拉夫·扎鲁巴', 'Adam Lazarus', '罗拉·莫斯', '加里·萨默斯', 'Stefan Kopiecki', 'Amanda Smith', '肖恩·格里芬', '迪恩·韦尔', 'Bruce MacKinnon', 'Peter Howe', 'Jonathan Cheetham', 'Rochelle De-Terville', '詹姆斯·海尔', 'Jess Radomska', 'Leila Crerar', '乔舒亚·西格特', 'Drew P', 'Katherine Newman']",4181,9907,134,"['剧情', '音乐', '传记']",9.4
84,https://www.maoyan.com/films/78312,时空恋旅人,英国,2013/9/4,['理查德·柯蒂斯'],"['瑞秋·麦克亚当斯', '多姆纳尔·格里森', '比尔·奈伊', '玛歌特·罗比', '汤姆·霍兰德', '琳赛·邓肯', '内芙·加切夫', '凡妮莎·柯比', '李·阿斯奎斯-科', '安部春香', '汤姆·休斯', '李·尼古拉斯·哈里斯', '丽莎·艾科恩', '凯瑟琳·斯戴曼', 'Nichola Marie Fynn', '维尔·梅里克', '保罗·布莱克维尔', '罗薇娜·戴蒙德', '莉迪亚·威尔逊', '马修·C·马蒂诺', '黛博拉·罗桑', '约翰达根', '米切尔·马伦', '格雷厄姆·库里', '理查德·赫德曼', '哈利·海顿-佩顿', 'Lilian Price', 'Evie Wray', '艾莎·哈特', '理查德·科德里', 'Greg Bennett', '宾利·卡鲁', '阿曼达·伦贝里', 'Cleo Bianca Anderson', 'Morris Minelli', '利昂·科尔宾', '吉诺·皮恰诺', 'Neil Alexander Smith', 'Kris Dillon Jr', '乔什·麦吉尔', 'Katherine Denkinson', '朱莉·沃洛诺', 'John Harley', 'Glenn Webster', 'Luke Howard', 'Catherine Delaloye', 'Eva Dagoo', 'Benjay X Murphy', 'Freddie-Joe Twine', '西蒙娜·利伯曼', 'Matt Butcher', '马汀·麦格', '珍妮·莱恩斯福德', '罗比·海恩斯', 'Natasha Powell', 'Jon Wennington', 'Clemmie Dugdale', 'Ricky Rajpal', 'Murray Close', '理查德·班克斯', 'Lisa Byrne', 'Fran Bennett', 'Martyn Moore', '菘龙忠', 'Fiaz Ali', 'Aisling Hughes', 'Bhanu Alley', 'Olivia Konten-Sloman', 'Andrew Yiallouros', 'Habib Anibaba', 'Tiger Rudge', 'Sara Heller', 'Natasha Manu', 'Guglielmo Richards', 'Sophie Brown', 'Georgie Westall', 'Paige Segal', 'Katharine Blackshaw', 'David Golt', 'Kas Graham', 'Lew Smart', 'Alex Tutusaus', '理查德·E·格兰特', '理查德·格雷弗斯', 'Pal Aron', 'Mark Healy', 'Kenneth Hazeldine', 'Matilda Sturridge', '菲利普-沃斯', 'Tom Godwin', 'Ben Benson', 'Andrew Martin Yates', 'Verity Fullerton', 'Veronica Owings', 'Jaiden Dervish', 'Jacob Francis', 'Jago Freud', 'Ollie Phillips', 'Sophie Pond', 'Kirsty Anne Symonds', '艾莉克丝摩尔', 'Molly Seymour', '汤姆·斯托顿', 'Rebecca Chew', 'Jon West', 'Graham Richard Howgego', 'Kerrie Liane Studholme', 'Barbar Gough', 'Jon Boden', 'Charlie Curtis', '约书亚·麦吉尔', '弗朗西斯卡·祖琪妮', '贝恩·科拉科', '迪诺·法扎尼', '李仙湖', '尼可拉·芬恩']",,,123,"['喜剧', '爱情', '奇幻']",8.9
85,https://www.maoyan.com/films/14652,断背山,美国,2005/9/2,['李安'],"['希斯·莱杰', '杰克·吉伦哈尔', '米歇尔·威廉姆斯', '兰迪·奎德', '安妮·海瑟薇', '凯特·玛拉', '格拉汉姆·贝克尔', '大卫·哈伯', '罗伯塔·马克斯韦尔', '皮特·麦克罗比', '安娜·法瑞丝', '琳达·卡德里尼', 'Tyson Wiebe', 'Jayson Therrien', '罗德里格·普列托', 'Mary McBride', 'Jon-Paul Khouri', 'Cam Sutherland', 'Christian Fraser', 'Gary Lauder', 'Will Martin', '杰克·丘奇', '夏恩·希尔', 'Cayla Wolever', 'Jerry Callaghan', 'Jacey Kenny', 'Pete Seadon', 'Keanna Dubé', 'Steffen Cole Moser', 'Kade Philps', 'Mary Liboiron', 'Dean Barrett', 'Duval Lang', 'Don Bland', 'Dan McDougall', 'Lachlan Mackintosh', 'Victor Reyes', 'David Trimble', '艾瑞卡·沃尔特', '凯林·西', '肯·罗伯茨', '巴布·米切尔', '约翰·腾奇', 'Ken Zilka', 'Sarah Hyslop', 'James Baker', '布鲁克琳·普劳克斯', '斯科特·迈克尔·坎贝尔', 'Hannah Stewart', '史蒂文·克里·莫利森', '汤姆·凯瑞', '马蒂·安东尼尼', '瓦莱丽·普朗什', 'Larry Reese', '戴夫·特里布尔', '大卫·达斯马齐连', '萝伯塔·麦斯威尔', 'Tom Carey', 'Ken Roberts', 'Kade Phillips']",,,134,"['剧情', '爱情', '家庭']",8.9
86,https://www.maoyan.com/films/1228,天空之城,日本,1992/5/1,['宫崎骏'],"['寺田农', '鹫尾真知子', '龟山助清', '铃木玲子', '林原惠美', '关俊彦', '鳕子', '安娜·帕奎因', '克萝丽丝·利奇曼', '安迪·迪克', '马克·哈米尔', '吉姆·卡明斯', '迈克尔·麦克沙恩', '科里·伯顿', '黛比·德里贝里', '埃迪·弗里森', '崔丝麦妮利', '斯科特·门维尔', '迈克尔·索里奇', 'Andrew Philpot', 'Matt Miller', '约翰·德米塔', 'John Hostetter', 'Richard A. Dysart', '彼得·费尔南德斯', '詹姆斯·范德比克', '曼迪·帕廷金', '大塚芳忠', '西村知道', '初井言荣', '横泽启子', '田中真弓', 'Susan Hickman', '菅原正志', '峰惠研', '安原义人', '糸博', '永井一郎', '常田富士男', '寺田稔', '神山卓三', '槐柳二', 'Susan Hickman', '姜瑰瑾', '林美秀', '胡立成', '古田信幸', '大泷进矢', '理查德·戴萨特', 'Hideki Fukushi', '马特·K·米勒', 'Lara Cody', '帕特·弗雷利', '戴夫·麦罗', 'Ray Michaels', '杰夫·温克里斯', '弗兰克·维尔克', 'Takahiro Hirai', 'Shinya Ohtaki', '芭芭拉·古德森', 'Edward Mannix', '约翰·迪·马吉欧', 'Barry Stigler', 'Clifton Wells']",,,125,"['动画', '奇幻', '冒险']",9
87,https://www.maoyan.com/films/30932,入殓师,日本,2021/10/29,['泷田洋二郎'],"['本木雅弘', '广末凉子', '山崎努', '吉行和子', '笹野高史', '余贵美子', '杉本哲太', '橘雪子', '岸博之', '诹访太朗', '山田辰夫', 'Mitsuyo Hoshino', '石田太郎', '宫田早苗', '峰岸彻', '奥田达士', '樋渡真司', 'Genjitsu Shu', 'Ryôichi Suzuki', '藤明美', 'Miyuki Koyanagi', '卜字高雄', '山中淳', '橘由加莉', 'Ryôsuke Ôtani', '吴永庆', '小越勇辉', '高田裕司', 'Mari Hayashida', 'Kenzô Ryû', 'Sadami Sakamoto', 'Yôko Imamoto', 'Yûji Kido', '小柳友贵美', '真下有纪', '宝井诚明']",2289,3377,131,['剧情'],8.7
88,https://www.maoyan.com/films/2049,十二怒汉,美国,1957/4/13,['西德尼·吕美特'],"['亨利·方达', '李·科布', '马丁·鲍尔萨姆', '杰克·瓦尔登', '埃德·贝格利', '约翰·菲德勒', '杰克·克卢格曼', '爱德华·宾斯', '约瑟夫·史威尼', '乔治·沃斯科维奇', '罗伯特·韦伯', '鲁迪·邦德', 'Everett Eugene Grunz ,Eej', 'James Kelly', 'Bill Nelson', 'John Savoca', '尼基塔·米哈尔科夫', '谢尔盖·加尔马什', '阿列克谢·彼得连科', '尤里·斯托亚诺夫', '谢尔盖·加扎罗夫', '米哈伊尔·叶夫列莫夫', '维克多·维尔比斯基', '罗曼·迈迪安诺夫', '娜塔丽亚·苏尔科娃', 'Lyubov Rudneva', '伊戈尔·韦尔尼克', 'Vladimir Komarov']",,,159,"['剧情', '悬疑']",9.1
89,https://www.maoyan.com/films/2204,两杆大烟枪,英国,1998/8/28,['盖·里奇'],"['杰森·弗莱明', '德克斯特·弗莱彻', '杰森•斯坦森', '尼克·莫兰', '斯蒂文·麦金托什', '尼古拉斯·罗维', '维尼·琼斯', '斯汀', '罗尼·福克斯', '安德鲁·蒂曼', '马修·沃恩', 'P.H.莫里亚蒂', '弗兰克·哈珀', '哈吉·利弗', '斯蒂芬·马库斯', '薇拉·黛', '阿兰·福德', '丹尼·约翰-儒勒', '维克多·麦克奎尔', 'James Tarbuck', 'Richard Vanstone', 'Graham Stevens', '戴夫·里德', 'Suzy Ratner', 'Mark Mooney', 'Tim Maurice-Jones', 'Bal Jusar', 'Derek Howard', 'John Houchin', 'Alex Hall', 'Sid Golder', 'Jimmy Flint', ""Elwin 'Chopper' David"", 'Steve Collins', 'Stephen Callender-Ferrier', '罗伯·布莱顿', '杰克·亚伯拉罕', '瓦斯·布莱克伍德', 'Tony McMahon', 'Steve Sweeney', 'Peter McNicholl', 'Lenny McLean', 'Charles Forbes', 'Nick Marcq', '史蒂夫·斯威尼']",,,107,"['惊悚', '剧情', '犯罪', '喜剧']",8.7
90,https://www.maoyan.com/films/790,蝙蝠侠：黑暗骑士,美国,2008/7/14,['克里斯托弗·诺兰'],"['克里斯蒂安·贝尔', '希斯·莱杰', '阿伦·伊克哈特', '迈克尔·凯恩', '玛吉·吉伦哈尔', '加里·奥德曼', '摩根·弗里曼', '莫妮卡·科内', '罗恩·迪恩', '基里安·墨菲', '黄经汉', '内斯特·卡博内尔', '埃里克·罗伯茨', '里奇·科斯特', '迈克尔·加·怀特', '菲利普·布卡克', '利萨·麦克阿里斯特', '彼特·布洛克', '布隆森·韦伯', '伊恩·皮里', '欧内斯特·皮尔斯', '约翰·沃曼', '安东尼·迈克尔·豪尔', '内森·甘宝', '威廉·菲克纳', '毕崔斯·罗森', '陈冠希', '大卫·达斯马齐连', '阿利安·巴克瑞', '汤米 里斯特', '大卫·阿贾拉', 'Roger Monk', '乔恩·李·布洛迪', 'Debbi Burns', '玛丽扎·卡布蕾拉', '尼基·凯特', '丹·莱瑟姆', 'Chris D. Thomas', '基斯·斯扎拉巴基克', '柯林·麦克法兰', '约书亚·哈尔托', '美琳达·麦格劳', 'Robert Michael Vieau', '迈克尔·斯托扬诺夫', '威廉·斯米利', '丹尼·高德林', '欧鲁米基·欧拉乌米', '爱利克·赫尔曼', '文森佐·尼克力', 'Nydia Rodriguez', 'Andy Luther', 'James Farruggio', 'Thomas Edson McElroy', 'Will Zahrn', 'James Fierro', '帕特里克莱希', 'Sam Derence', 'Jennifer Knox', 'Patrick Clear', 'Sarah Jayne Dunn', 'Chucky Venice', 'Winston Ellis', 'Sophia Hinshelwood', 'Keith Kupferer', 'Joseph Luis Caballero', '理查德·迪兰', 'Daryl Satcher', 'Chris Petschler', 'Aidan Feore', 'Paul Birchard', 'Walter Lewis', '文森特·里奥特', 'Nancy Crane', 'K·托德·弗里曼', '马特·沙伦伯格', 'Michael Andrew Gorman', 'Lanny Lutz', 'Peter Defaria', '马特·里皮', '安德鲁·比克内尔', 'Doug Ballard', '海伦马克苏德', '汤米·坎贝尔', '克莱格·西恩利', 'Lorna Gayle', 'Joshua Rollins', 'Dale Rivera', '马修·里奇', 'Thomas Gaitsch', '威廉·阿姆斯壮', '亚当·卡莱佩里斯', 'Tristan Tait', 'Gertrude Kyles', '乔纳森·赖兰德', 'James Scales', 'Nigel Carrington', 'Lateef Lovejoy', 'Grahame Edwards', '罗南·萨莫尔斯', 'Wai Wong', 'Michael Corey Foster', 'Hannah Gunn', 'Asim Ahmad', 'Jeff Albertson', 'Tracy L. Aldaz', 'Matthew W. Allen', '布兰登·兰伯丁', 'Stephen Armourae', 'Mike Bach', 'Wayne Baker', 'Martin Ballantyne', 'Tommy Bartlett', 'Blayne Bennett', 'Shirin Caiola', 'Laura Chernicky', '马特·赵', 'Henry Chu', 'Kelli Clevenger', 'Jessica Cooper', 'Bruce Allen Dawson', 'Danielle Day', 'Richard Divizio', '托尼·多米诺', '大卫·威廉·詹姆斯·埃利奥特', 'Gene Fojtik', 'Reese Foster', 'Jason Frederick', 'Darren Elliot Fulsher', 'David Fultz', 'Scott Ganyo', 'Marisol Giraud', 'Tim Glanfield', 'Dan Gossen', 'Sharlene Merchant', 'Natalie Hallam', '乔登·霍奇斯', 'John Hoving', 'Bill Ibrahim', 'Erron J. Shaw', 'Daniel Jefferson', '拉美西斯·希梅内斯', 'Will Jones', 'Bob Kaliebe', 'Mark Keiser', 'Charles Kierscht', 'Thomas Kosik', 'Don Kress', 'Tim Krueger', 'Michael Kuster', 'Joseph Lazicki', 'David Lesley', 'Ivan Lovegren', 'Deborah Lynn', 'Noelle Lynn', 'Jonathan Macchi', 'J.R. Martino', 'Joseph Mazurk', '汤姆·麦克科马斯', 'Krista McEnany', 'James Mellor', 'Stephen Modell', 'Joe Nelson', 'Sal Ozbay', 'Rory Plante', 'Charles Query', 'Marc Radzi', '巴斯特·雷维斯', 'Libby Regnier', 'Sara Ritz', '彼得·雷尼克', 'Gary Ryder', 'Elisa Schleef', 'Greg Schweiner', 'Jan Seybold', 'Amit Shah', 'Vivek Shah', 'Michelle Shields', 'Sofiya Smirnova', 'John Snowden', 'Lorea Solabarrieta', 'Dwight Sora', 'Bruce Spielbauer', 'January Scarpino', 'Robert P. Stern', 'Robert Stone', 'Richard Strobel', 'John Thurner', 'Tom Townsend', 'Chuen Tsou', '约翰·图尔克', '迈克·怀特', 'Erik A. Williams', '克里斯托弗·威尔森', 'Lisa Wolf', 'Essa Zahir', 'Kevin Zaideman', '莫尼克·加布里埃拉·库尔内', ""Matthew O'Neill"", '格雷格·比姆', '迈克尔·维约', '马修·奥尼尔', 'Monique Curnen', 'Ron Dean', 'Joshua Harto', 'Danny Goldring', '威廉·菲德内尔', '汤姆·麦克尔罗伊', '查尔斯·维恩', '汤米·利斯特']",,,152,"['剧情', '动作', '科幻', '惊悚']",9.3
91,https://www.maoyan.com/films/11105,猫鼠游戏,美国,2003/4/11,['史蒂文·斯皮尔伯格'],"['莱昂纳多·迪卡普里奥', '汤姆·汉克斯', '克里斯托弗·沃肯', '马丁·辛', '纳塔莉·贝伊', '艾米·亚当斯', '詹姆斯·布洛林', '弗兰克·约翰·休斯', '詹妮弗·加纳', '艾伦·旁派', '伊丽莎白·班克斯', '罗伯特·柯蒂斯-布朗', '布莱恩·古德曼', '詹姆斯·杜蒙特', '基蒂·卡莱尔', '尼克·扎诺', '布莱恩·豪威', 'Steve Eastin', '克里斯·埃里斯', '约翰·芬', '南希·利内翰', '凯蒂·阿扎拉', 'Matthew Kimbrough', '凯瑟琳·道布尔迪', 'Maggie Mellin', '托马斯·科帕切', 'Margaret Travolta', 'Jimmie F. Skaggs', '阿莱克斯·海德-怀特', '利利安·查维', 'Robert Ruth', 'Jennifer Manley', '詹姆斯·莫里森', 'Robert Symonds', '斯蒂夫·维亭', '温迪·沃辛顿', 'Jane Bodle', 'J.帕特里克·麦克康尔马克', '雷·普罗夏', '莎拉·兰卡斯特', '里奇·蒙哥马利', 'Benita Krista Nall', '肖恩·埃德尔曼', '摩根·鲁斯勒', 'Jane Edith Wilson', 'Dave Hager', '凯尔·戴维斯', ""Patrick Thomas O'Brien"", 'Deborah Kellner', '艾米·阿克', '罗伯特·皮特斯', '托马斯·克劳福德', 'Sarah Rush', 'Malachi Throne', 'Alfred Dennis', 'Donna Kimball', '简·门罗', '史蒂芬·邓纳姆', '布兰登基纳', 'Anthony Powers', 'Lauren Cohn', '杰瑞米·霍华德', '杰克·奈特', '杰米·安德森', 'Kam Heskin', 'Ana Maria Quintana', '杰拉德·莫伦', 'Celine du Tertre', 'Stan Bly', '杰米·莫斯', '亚力山大·比斯宾', 'Ellis Hall', 'Alden Olmsted', 'Ric McCloud', '贾森·格鲁特尔', 'Cameron Deaver', 'Jessica Bassman', 'Hilary Rose Zalman', 'Jacki Tenerelli', 'Jeffrey Squire', 'Max Spielberg', 'Kim Sky', 'Lidia Sabljic', 'Jeffrey Pritz', 'Veronique Ory', 'Karrie MacLaine', 'Cari Lucas', 'Pablo Lewin', 'Joshua Michael Kwiat', 'Cyrus King', 'Casey Kern', 'Elina Jaiden', 'Tiffany Glass', 'Pierre Ebert', 'Mark Correy', '加里·卡斯特罗·丘吉尔', 'Phil Bowers', 'Joe Beaudin', 'Samuel St. Amour', 'Jonathan René', 'Nicolas Radeschi', 'Alexandre Pépin', 'David Parent-Laliberté', 'Julien Normandeau', 'Jason McNally', 'Florent Legault', 'William Lauzon', 'Pascal Larouche', 'Sébastien Jean', 'Vincent Généreux', 'Simon Houle-Gauthier', 'Léon Dussault-Gagné', 'Antoine Drolet-Dumoulin', 'Marc-Antoine Côté', 'Raphaël Cardin', 'Francis Campeau', 'Jean-François Brousseau', 'Dominic Bond', 'Joe Garagiola', 'Fred Datig', '史蒂文·梅兹勒', 'Kelly Cohen', 'Ashley Cohen', 'Jake Wagner', 'Paul Todd', 'Patrice Dussault', '盖伊-丹尼尔·特瑞布雷', 'Mathieu Gaudreault', 'Jean-François Blanchard', 'Roger Léger', '弗兰克·阿巴内尔', '杰西卡·科林斯', '杰西米·杰西卡·安东尼', 'Max Kerstein', 'Mercedes Cornett', '杰米·雷·纽曼', 'Andrew Meeks', 'Jonathan Brent', 'Angela Sorensen', 'Joel Ewing', 'Mike Baldridge', 'Jill Matson', '凯利·哈钦森', 'Jennifer Kan', 'Eugene Fleming', 'Jonathan Dankner', 'Kelly McNair', 'Joshua Boyd', 'Guy Thauvette', 'Nicole Liberman', 'Barry Blueian', 'Jillian Clare', '嘉莉·克莱恩', 'Brian Reed Garvin', '杰西·海曼', 'Charlotte Kyle', 'Michael Lightsey', 'Pete Macnamara', '莎莫·摩尔', 'Nick Pellegrino', 'Marylee Picciano', 'Cali Ross', 'Andy Signore', 'Clyde Tull', '拉里·维格斯', 'Camille Wainwright', 'Jamie Wax', 'Sean Welch', 'James Antonio', 'David Austin', 'G·拉里·巴特勒', '法布里奇奥·范特', 'Charles McClelland', '童自荣', '让·弗朗索瓦·布兰查德', '南希·莱内汉', 'Randy Thomas', 'Jack Knight', 'Jamie Anderson', 'Jasmine Jessica Anthony', '比弗莉·琳妮', '霍纳尔·布莱克曼', 'Glen Hambly', 'Joshua Collins', 'Johnny Drocco', 'Jill Matson-Sachoff', 'Jim Antonio', '坎迪丝·阿扎拉']",,1200,141,"['剧情', '传记', '犯罪']",8.6
92,https://www.maoyan.com/films/338349,血战钢锯岭,澳大利亚,2016/12/8,['梅尔·吉布森'],"['安德鲁·加菲尔德', '雨果·维文', '卢克·布雷西', '泰莉莎·帕尔墨', '文斯·沃恩', '萨姆·沃辛顿', '瑞切尔·格里菲斯', '理查德·劳斯伯格', '费拉斯·迪拉尼', '卢克·佩格勒', '戈兰·克鲁特', '哈里·格林伍德', '麦克·西斯比', '藤井明', '安倍潼', '卡莎·丝黛尔马赫', '赫尔穆特·巴凯蒂斯', 'Philip Quast', '托马斯·昂格', 'Laurence Brewer', '内森奈尔·布佐里克', '马修·纳贝尔', '瑞安·柯尔', '詹姆斯·麦凯', '比尔·扬', '米兰· 普尔弗马克', 'Shaun Phillip Cantwell', 'Robert Morgan', '本·奥图尔', '奥利·普费弗', '本尼迪克·哈迪', 'Nico Cortez', 'Yuki Nagashima', 'Jarin Towney', 'Tim McGarry', 'Richard Pratt', 'Laura Buckton', 'Thatcher McMaster', 'Charles Jacobs', 'Andrew Sears', 'Troy Pickering', 'James Moffett', 'Andrew Hansch', 'Adrian Twigg', 'Bill Thompson', 'Eric Taugherbeck', 'Hayden Geens', 'Ned Law', 'Kazuki Yuyama', 'Daisaku Takeda', '亚当·鲍斯', 'Michael Hennessy', 'Benjamin McCann', 'Charles Upton', 'Toshiyuki Teramoto', ""James O'Connell"", 'Tim Potter', 'Roman Guerriero', 'Kazuaki Ono', 'Darcy Bryce', 'John Batziolas', 'Santo Tripodi', 'Honsen Haga', 'Nathan Halls', 'James Lugton', '泰勒·科宾', 'Anthony Rizzo', 'Simon Edds', 'Georgia Adamson', '萨姆·帕尔森森', 'Ryuzaburo Naruse', 'Desmond T. Doss', 'Richard Platt', 'Ben Mingay', 'Richard Pyros', '米洛·吉布森', 'Jason Pugh', 'Nobuaki Shimamoto', 'Jim Robison', 'Daniel Thone', 'Raphael Dubois', 'Chris Bartlett', 'Jim Punnett', 'Andrew Green', 'Tristan Jones', 'Craig Reeves', 'Kyle Wilson', 'Sam Romain', 'John Cannon', 'Andrew Wang', 'Luke McMahon', 'Glen Snow', 'Mark Gadaleta', 'Jacob Warner', 'Damien Thomlinson', 'Mikael Koski', 'Nathan Baird', 'Daniel Keen', 'Leo Tam', 'Nicholas Cowey', '春日博', 'Sean Lynch', 'Dennis Kreusler', 'Samuel Ross Forbes Wright', '杨枝龙田', '杰里米·科斯特洛', 'Joshua Dean Williams', '植松高', 'William Takayanagi-Temm', '马特·纳夫莱', '罗伯特·摩根', '拉斐尔·杜布瓦', '瑞恩·科尔', 'Helmut Bakaitis', '菲利普·夸斯特', 'Samuel R. Wright', 'Josh Dean Williams', 'Adam Bowes']",11766,42582,139,"['剧情', '战争', '历史', '传记']",9.3
93,https://www.maoyan.com/films/1379,真爱至上,英国,2003/11/14,['理查德·柯蒂斯'],"['休·格兰特', '比尔·奈伊', '连姆·尼森', '科林·费斯', '艾玛·汤普森', '劳拉·琳妮', '马丁·弗瑞曼', '丹妮丝·理查兹', '艾伦·瑞克曼', '凯拉·奈特莉', '西耶娜·盖尔利', '克里斯•马歇尔', '切瓦特·埃加福特', '尼娜·索珊娅', '托马斯·布罗迪-桑斯特', '罗德里戈·桑托罗', '比利·鲍伯·松顿', '约翰·沙拉恩', '詹纽瑞·琼斯', '亚当·戈德利', '克劳迪亚·席弗', '沙隆·伊丽莎白', '海克·玛卡琪', '丹·弗雷登堡', '爱德华·哈德威克', '安德鲁·林肯', '格莱格·费什尔', '罗瑞·麦克格雷格', '乔安娜·佩姬', '玛汀·麦古基安', '蒂姆·哈特威尔', '强特·威汀顿', '朱莉亚·戴维斯', '威利·朗莫', '德科兰·当纳利', '伊丽莎白·马高尼', '麦乐迪斯·奥斯特姆', '迈克尔·菲茨杰拉德', '格伦·康洛伊', '伊丽莎·库斯伯特', '艾玛·巴克利', '斯特华特·豪森', '戴夫·费什尔', '南茜·索瑞尔', 'Lulu Popplewell', 'Frank Moorey', 'Jill Freud', 'Lynden David Hall', 'The Big Blue', '阿卜杜勒·萨利斯', 'Alan Barnes', 'Shaughan Seymour', 'Helen Murton', 'Caroline John', 'Gemma Aston', 'Matt Harvey', 'Adrian Preater', 'Joanna Thaw', 'Junior Simpson', '布莱恩·博维尔', 'Sarah McDougall', '马库斯·布里斯托克', 'Richard Hawley', '吉莲·巴奇', 'Richard Wills-Cotton', '凯特·布兹·伦纳', 'Kate Glover', 'Nicola McRoy', 'Ant McPartlin', '露西娅·莫尼斯', '彼得·马林克', 'Keir Charles', 'Doraly Rosen', 'Meg Wynn Owen', 'Carol Carey', 'Jo Whiley', 'Sarah Atkinson', 'Clare Bennett', 'Sarah Holland', 'Vicki Murdoch', 'Katherine Poulton', 'Tuuli', '塞伦·奥德里斯科尔', 'William Wadham', 'Catia Duarte', 'Igor Urdenko', 'Nat Udom', 'Ines Boughanmi', 'Yuk Sim Yau', '伊万娜·米利塞维奇', 'Wes Butters', 'Laura Rees', 'Terry Reece', 'Colin Coull', '玛格里·梅森', 'Katharine Bailey', 'Tiffany Boysell', 'Georgia Flint', '乔安娜·培根', 'Bill Moody', 'Billy Campbell', 'Paul Slack', '奥利维亚·奥尔森', 'Ruby Turner', 'Amanda Garwood', '阿图罗·韦尼加斯', 'Patrick Delaney', 'Helder Costa', 'Carla Vasconcelos', 'Paul Heasman', 'Tony Lucken', 'Raul Atalaia', 'Rebecca Frayn', 'Sheila Allen', 'Jamie Edgell', '罗温·艾金森', '理查德·柯蒂斯', '迈克尔·帕金森', '迈克尔·菲兹杰拉德', 'Anthony McPartlin']",,,135,"['剧情', '喜剧', '爱情']",8.6
94,https://www.maoyan.com/films/672130,奇迹男孩,美国,2018/1/19,['斯蒂芬·卓博斯基'],"['雅各布·特瑞布雷', '朱莉娅·罗伯茨', '欧文·威尔逊', '伊扎贝拉·维多维奇', '曼迪·帕廷金', '戴维德·迪格斯', '诺亚·尤佩', '布莱斯·盖瑟', '艾尔·麦金农', '泰·孔西利奥', '詹姆斯·休斯', '凯尔·布瑞特科夫', '米莉·戴维斯', '莉娅·朱厄特', '凯琳·布瑞特科夫', '利亚姆·迪肯森', '艾玛·特伦布莱', '阿里·利伯特', '索妮亚·布拉加', '斯蒂夫·康拉德', '孔祥艾', '丹妮尔·罗丝·拉塞尔', '纳吉·杰特', '马克·多兹劳', '鲁奇娅·伯纳德', 'J·道格拉斯·斯图瓦特', '埃丽卡·麦基特里克', '本杰明·拉特纳', '杰森·麦金农', '吉洁特', '艾玛·特瑞布雷', '瑞秋·海沃德', 'Sasha Neuhaus', 'Callahan Brebner', 'Grayson Maxwell Gurnsey', '史蒂夫·巴西奇', 'Armen Bagdasarov', 'Douglas Stewart', 'Nicole Oliver', '克瑞斯塔尔·洛维']",5467,19151,113,"['剧情', '家庭']",9.2
